Product URL,Product Name,Product Price,Rating,Number of reviews
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTk0MjAyNjA3OTc1OTczOjE2NzU0MDY2NzY6c3BfbXRmOjIwMDkxNzAyMDkzMTk4OjowOjo&url=%2FChris-Kate-Navy-Red-Comfortable-Backpack%2Fdp%2FB0BKWF2Q38%2Fref%3Dsr_1_11_sspa%3Fkeywords%3Dbags%26qid%3D1675406676%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"          Chris & Kate 42ltr Navy-Red Comfortable Casual, School Backpack          ",549,None,None
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTk0MjAyNjA3OTc1OTczOjE2NzU0MDY2NzY6c3BfbXRmOjIwMTE0NjA4MDA4Mzk4OjowOjo&url=%2FVOKAN-Laptop-Backpack-Charging-Resistant%2Fdp%2FB0BQ3ND145%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dbags%26qid%3D1675406676%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"          VOKAN Laptop Backpack bag men With USB Charging Port, Water Resistant 30L (Black)          ",699,None,None
https://www.amazon.in//FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_13?keywords=bags&qid=1675406676&sr=8-13,          Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel          ,889,4.3,"5,318"
https://www.amazon.in//Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VDVJGM/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B082VDVJGM&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B082VDVJGM&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=B9syg&pd_rd_wg=XVzFy&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-1-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,          Kuber Industries Women's Handkerchief Set (Cream)          ,312.62,3.8,472
https://www.amazon.in//Fiesto-Fashion-Womens-Handbag-FIESTO33_Blue/dp/B082Z33ZDS/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B082Z33ZDS&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B082Z33ZDS&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=B9syg&pd_rd_wg=XVzFy&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-2-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,          Fiesto Fashion PU Leather Handbags With Sling Bag For Women Large Shoulder Tote Purse Top Handle Satchel (Combo Of 3)          ,615,3.9,"4,073"
https://www.amazon.in//ADISA-women-girls-black-embroided/dp/B08RWBP3H2/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B08RWBP3H2&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B08RWBP3H2&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=B9syg&pd_rd_wg=XVzFy&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-3-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,          ADISA women girls embroided sling bag          ,495,4.2,"1,412"
https://www.amazon.in//Lapis-Lupo-Flower-Embroidery-Handbag/dp/B07RXYSJHF/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B07RXYSJHF&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B07RXYSJHF&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=B9syg&pd_rd_wg=XVzFy&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-4-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,          Lapis O Lupo Women Vegan Leather Handbags Flower Embroidered Bags Fashion Satchel Bags Top Handle          ,"1,039",4.2,"3,600"
https://www.amazon.in//Blue-Tree-Backpack-Cartoon-Spiderman/dp/B097NH6X4C/ref=sxin_25_trfob_0_B097NH6X4C?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&cv_ct_cx=bags&keywords=bags&pd_rd_i=B097NH6X4C&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=ZJ6qY&pd_rd_wg=XVzFy&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-1-cc7a04fe-cc55-42ad-b883-1b910070c86a,          Blue Tree Kids School Bag Soft Plush Backpack Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby Konggi Rabbit & Spiderman          ,448,4.2,7
https://www.amazon.in//School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3/ref=sxin_25_trfob_1_B08WWG91Q3?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08WWG91Q3&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=ZJ6qY&pd_rd_wg=XVzFy&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-2-cc7a04fe-cc55-42ad-b883-1b910070c86a,          Blue Tree Kids School Bag Soft Plush Backpack Combo Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby (Pack of 2)          ,448,4.0,4
https://www.amazon.in//Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF/ref=sxin_25_trfob_2_B07HLYW3FF?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07HLYW3FF&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=ZJ6qY&pd_rd_wg=XVzFy&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-3-cc7a04fe-cc55-42ad-b883-1b910070c86a,          Blue Tree 10 LTR Velvet School Backpack          ,339,4.0,"1,044"
https://www.amazon.in//MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y/ref=sxin_25_trfob_3_B09SB5DP5Y?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09SB5DP5Y&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=ZJ6qY&pd_rd_wg=XVzFy&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-4-cc7a04fe-cc55-42ad-b883-1b910070c86a,"          MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent          ",399,4.3,46
https://www.amazon.in//Amazon-Brand-Solimo-so_flingyrqba_6-Gym/dp/B084DQ182R/ref=sxin_25_trfob_4_B084DQ182R?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&cv_ct_cx=bags&keywords=bags&pd_rd_i=B084DQ182R&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=ZJ6qY&pd_rd_wg=XVzFy&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-5-cc7a04fe-cc55-42ad-b883-1b910070c86a,          Amazon Brand - Solimo Polyester Duffel Gym Bag with Shoe Compartment          ,549,4.3,92
https://www.amazon.in//Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898/ref=sxin_25_trfob_5_B09H3H3898?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09H3H3898&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=ZJ6qY&pd_rd_wg=XVzFy&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-6-cc7a04fe-cc55-42ad-b883-1b910070c86a,          blue tree 10 ltrs (5 Cms)Backpack(Rider01_Yellow)          ,298,4.0,61
https://www.amazon.in//Backpack-Toddler-Animal-Cartoon-Red-Stawberry/dp/B089WFG3BK/ref=sxin_25_trfob_6_B089WFG3BK?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&cv_ct_cx=bags&keywords=bags&pd_rd_i=B089WFG3BK&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=ZJ6qY&pd_rd_wg=XVzFy&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-7-cc7a04fe-cc55-42ad-b883-1b910070c86a,          blue tree 15 ltrs (38 Cms) backpack(INVALID DATA_red)          ,278,4.0,218
https://www.amazon.in//Blue-Tree-Synthetic-Cartton-Minnie/dp/B07CXXYQ5X/ref=sxin_25_trfob_7_B07CXXYQ5X?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07CXXYQ5X&pd_rd_r=8e89cc8b-6d55-49d0-9d78-5f044db67ecb&pd_rd_w=ZJ6qY&pd_rd_wg=XVzFy&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=11SAZD1DMTMVWH5R6467&qid=1675406676&sr=1-8-cc7a04fe-cc55-42ad-b883-1b910070c86a,          blue tree 10 ltrs (35 Cms) backpack(VS-Items-3_pink)          ,299,4.0,663
https://www.amazon.in//Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_14?keywords=bags&qid=1675406676&sr=8-14,          DEIN KLEIDER Men's Nylon Messenger Bag          ,349,4.0,"4,397"
https://www.amazon.in//ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_15?keywords=bags&qid=1675406676&sr=8-15,          ADISA Light Weight Laptop Backpack 32 Ltrs          ,499,4.0,"5,547"
https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_16?keywords=bags&qid=1675406676&sr=8-16,"          Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)          ",599,3.8,628
https://www.amazon.in//AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_17?keywords=bags&qid=1675406676&sr=8-17,"          AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather          ",999,3.9,710
https://www.amazon.in//Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_18?keywords=bags&qid=1675406676&sr=8-18,          Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown          ,"1,049",4.4,"5,328"
https://www.amazon.in//Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_19?keywords=bags&qid=1675406676&sr=8-19,"          Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)          ",899,3.9,675
https://www.amazon.in//ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_20?keywords=bags&qid=1675406676&sr=8-20,          ADISA Laptop Backpack 31 Ltrs          ,499,4.0,"8,992"
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTk0MjAyNjA3OTc1OTczOjE2NzU0MDY2NzY6c3BfYnRmOjIwMDkxNzAyMDkyOTk4OjowOjo&url=%2FChris-Kate-Resistant-Polyester-Compartment%2Fdp%2FB0BKZLJZVF%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dbags%26qid%3D1675406676%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,          Chris & Kate Grey Khadi Water Resistant Polyester Backpack for School | College | Office Use With Laptop Compartment          ,649,5.0,1
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTk0MjAyNjA3OTc1OTczOjE2NzU0MDY2NzY6c3BfYnRmOjIwMDgyMzk3MjEzODk4OjowOjo&url=%2FNORTH-ZONE-backpack-INVALID-DATA_grey%2Fdp%2FB0BH8S9QGH%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dbags%26qid%3D1675406676%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,          NORTH ZONE 30 ltrs ( Cms) backpack(INVALID DATA_grey)          ,599,3.7,33
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3MDI4MzQ0MzU4MTc0NjY1OjE2NzU0MDY3Nzg6c3BfYXRmX25leHQ6MjAwOTE3MDIwOTMxOTg6OjA6Og&url=%2FChris-Kate-Navy-Red-Comfortable-Backpack%2Fdp%2FB0BKWF2Q38%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dbags%26qid%3D1675406778%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"          Chris & Kate 42ltr Navy-Red Comfortable Casual, School Backpack          ",549,None,None
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3MDI4MzQ0MzU4MTc0NjY1OjE2NzU0MDY3Nzg6c3BfYXRmX25leHQ6MjAwOTE3MDIwOTI5OTg6OjA6Og&url=%2FChris-Kate-Resistant-Polyester-Compartment%2Fdp%2FB0BKZLJZVF%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Dbags%26qid%3D1675406778%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,          Chris & Kate Grey Khadi Water Resistant Polyester Backpack for School | College | Office Use With Laptop Compartment          ,649,5.0,1
https://www.amazon.in//Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_19?keywords=bags&qid=1675406778&sr=8-19,          Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue)          ,689,3.9,"14,911"
https://www.amazon.in//Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_20?keywords=bags&qid=1675406778&sr=8-20,"          Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)          ",899,3.9,675
https://www.amazon.in//Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_21?keywords=bags&qid=1675406778&sr=8-21,"          Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)          ",299,4.1,"7,630"
https://www.amazon.in//SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_22?keywords=bags&qid=1675406778&sr=8-22,          Sfane polyester 23 cms Duffle Bag(BG - 05 HALF LTSHOE COMPTT_grey)          ,377,4.3,"6,317"
https://www.amazon.in//Inovera-Label-Women-Handbags-Shoulder/dp/B08CMQD4BC/ref=sr_1_23?keywords=bags&qid=1675406778&sr=8-23,"          INOVERA Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap, 32L x 13B x 30H cm          ","1,399",4.1,"6,804"
https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_24?keywords=bags&qid=1675406778&sr=8-24,"          Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black          ",565,4.3,"9,226"
https://www.amazon.in//Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_25?keywords=bags&qid=1675406778&sr=8-25,          Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black)          ,"1,247",4.3,"4,878"
https://www.amazon.in//Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_26?keywords=bags&qid=1675406778&sr=8-26,"          Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment          ",839,4.2,"7,579"
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3MDI4MzQ0MzU4MTc0NjY1OjE2NzU0MDY3Nzg6c3BfbXRmOjIwMDgyMzk3MjEzODk4OjowOjo&url=%2FNORTH-ZONE-backpack-INVALID-DATA_grey%2Fdp%2FB0BH8S9QGH%2Fref%3Dsr_1_27_sspa%3Fkeywords%3Dbags%26qid%3D1675406778%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,          NORTH ZONE 30 ltrs ( Cms) backpack(INVALID DATA_grey)          ,599,3.7,33
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3MDI4MzQ0MzU4MTc0NjY1OjE2NzU0MDY3Nzg6c3BfbXRmOjIwMTE0NjA4MDA4Mzk4OjowOjo&url=%2FVOKAN-Laptop-Backpack-Charging-Resistant%2Fdp%2FB0BQ3ND145%2Fref%3Dsr_1_28_sspa%3Fkeywords%3Dbags%26qid%3D1675406778%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"          VOKAN Laptop Backpack bag men With USB Charging Port, Water Resistant 30L (Black)          ",699,None,None
https://www.amazon.in//Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_29?keywords=bags&qid=1675406778&sr=8-29,          NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel          ,239,4.0,"1,983"
https://www.amazon.in//Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_30?keywords=bags&qid=1675406778&sr=8-30,          Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07)          ,"2,239",3.9,364
https://www.amazon.in//Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_31?keywords=bags&qid=1675406778&sr=8-31,          Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley          ,999,4.0,"5,790"
https://www.amazon.in//Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_32?keywords=bags&qid=1675406778&sr=8-32,          Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty          ,899,3.9,"8,758"
https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_33?keywords=bags&qid=1675406778&sr=8-33,          Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack          ,498,4.3,"12,103"
https://www.amazon.in//GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_34?keywords=bags&qid=1675406778&sr=8-34,          Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black          ,249,3.7,"5,922"
https://www.amazon.in//F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_35?keywords=bags&qid=1675406778&sr=8-35,          F Gear Luxur Brown 25 liter Laptop Backpack (2404)          ,"1,099",4.4,"16,291"
https://www.amazon.in//Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X/ref=sr_1_36?keywords=bags&qid=1675406778&sr=8-36,          Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover          ,849,3.9,"2,127"
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3MDI4MzQ0MzU4MTc0NjY1OjE2NzU0MDY3Nzg6c3BfYnRmOjIwMTA0MTQwMjYzNjk4OjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_37_sspa%3Fkeywords%3Dbags%26qid%3D1675406778%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"          URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black          ",998,3.9,684
